Amostra,Rotacao,Pressao Oleo,Pressao Combustivel,Pressao Arrefecimento,Temperatura Oleo,Temperatura Arrefecimento,Condicao Motor
15145,524,3.10,7.55,3.21,74.57,73.87,1
15146,1322,4.36,5.20,2.54,77.28,80.16,0
15147,377,3.15,6.46,1.39,75.66,78.54,1
15148,843,5.24,6.39,2.41,78.02,85.81,0
15149,764,4.63,5.76,2.34,77.01,66.12,1
15150,659,3.55,7.35,2.74,78.47,82.42,0
15151,731,4.15,6.72,1.87,76.09,77.01,1
15152,392,1.91,6.34,3.35,72.54,76.06,1
15153,798,2.30,4.22,2.19,85.80,83.06,0
15154,491,4.37,6.03,1.74,86.04,71.85,0
15155,678,5.81,9.50,1.42,78.17,85.05,1
15156,1081,2.55,5.15,1.97,77.98,88.33,0
15157,817,2.77,4.74,4.80,77.43,90.13,0
15158,1207,2.69,4.45,2.01,77.50,82.07,1
15159,1074,4.28,3.31,2.92,74.70,85.55,1
15160,636,3.49,6.84,1.71,74.36,76.31,1
15161,478,2.32,4.65,2.80,77.64,70.76,1
15162,623,2.96,6.11,3.46,86.11,81.99,1
15163,879,4.53,4.72,0.76,76.81,81.20,1
15164,600,2.87,7.61,1.12,79.94,69.92,1
15165,400,4.80,4.04,1.63,75.60,88.09,1
15166,632,1.97,7.13,1.60,77.39,91.86,1
15167,815,2.82,6.15,2.83,77.15,73.11,0
15168,513,3.53,5.16,1.99,75.85,74.39,1
15169,1367,4.41,6.32,2.03,77.22,80.28,1
15170,557,2.51,5.82,3.18,77.26,73.66,0
15171,727,5.21,6.52,1.42,86.15,85.60,1
15172,889,2.88,7.04,1.56,80.99,73.39,0
15173,517,4.27,5.65,2.75,78.65,90.67,1
15174,746,5.29,5.89,2.10,77.49,84.06,1
15175,1230,3.06,0.84,2.39,76.15,80.86,0
15176,750,1.87,5.36,1.49,77.27,74.67,0
15177,483,1.96,2.70,2.39,75.96,85.02,1
15178,542,4.17,12.58,5.84,77.12,75.75,1
15179,857,3.55,10.30,1.52,76.67,70.33,0
15180,497,2.55,6.55,3.32,75.97,74.02,0
15181,353,3.89,3.97,1.84,77.53,67.82,1
15182,703,2.30,5.92,2.33,76.39,69.26,0
15183,869,5.18,5.49,1.00,73.33,73.18,0
15184,530,4.74,7.43,0.69,76.63,80.26,1
15185,387,4.04,4.99,1.53,76.52,79.00,1
15186,871,3.05,6.33,2.42,76.79,70.70,0
15187,973,2.87,5.46,2.50,79.44,83.82,0
15188,965,2.58,6.93,1.24,76.83,85.58,1
15189,618,4.09,6.09,1.54,77.48,80.50,0
15190,701,4.73,11.17,3.29,75.68,74.70,1
15191,721,3.06,4.16,2.45,76.05,77.07,1
15192,393,2.53,5.84,3.25,83.57,72.64,1
15193,1070,2.07,4.36,3.03,86.25,68.07,1
15194,694,2.94,7.75,1.55,76.28,71.13,1
15195,411,4.04,10.56,2.71,77.84,75.49,1
15196,580,3.64,7.12,1.51,82.24,77.99,1
15197,501,2.43,4.59,1.99,86.29,88.56,1
15198,755,4.26,8.96,1.58,78.94,78.01,0
15199,604,3.04,7.30,1.32,85.36,76.35,1
15200,397,5.16,4.82,2.08,76.39,74.61,1
15201,646,3.49,4.67,2.24,75.10,76.90,0
15202,1005,3.29,11.02,1.11,74.86,68.12,1
15203,645,3.64,4.31,2.23,75.11,81.98,1
15204,893,4.82,6.72,1.62,77.32,75.74,1
15205,501,3.43,11.53,1.78,83.51,80.26,1
15206,585,3.41,9.85,2.19,76.84,68.15,1
15207,633,3.27,4.54,2.38,77.60,68.35,1
15208,1357,3.22,7.49,2.03,77.36,77.34,0
15209,1211,2.60,7.67,1.71,83.06,81.70,0
15210,1132,4.46,4.99,3.72,77.89,83.38,1
15211,802,2.28,3.75,2.30,85.16,78.85,1
15212,1041,4.43,5.42,2.89,81.89,71.35,0
15213,514,3.45,8.00,1.25,77.53,78.19,0
15214,506,5.01,5.36,1.01,80.57,77.42,1
15215,1134,3.44,7.62,3.52,76.10,86.91,1
15216,648,1.95,7.26,2.08,76.80,85.20,1
15217,552,2.79,4.86,2.77,79.76,74.18,1
15218,563,4.64,7.16,2.19,85.56,85.29,1
15219,760,2.18,3.36,1.61,76.43,80.56,0
15220,623,2.76,9.94,0.16,76.15,83.12,1
15221,1395,4.71,5.55,2.47,77.84,77.53,1
15222,427,3.96,5.25,2.72,75.77,82.38,1
15223,1222,3.63,2.68,1.65,76.75,76.77,1
15224,785,2.51,6.38,3.33,74.69,77.96,1
15225,665,2.65,12.98,1.84,76.20,82.20,1
15226,1330,4.09,7.75,1.18,86.06,80.00,0
15227,479,2.25,10.35,1.67,75.30,70.17,1
15228,844,2.11,8.12,1.31,78.22,85.75,1
15229,578,3.80,4.69,2.92,77.20,81.20,1
15230,542,3.02,6.25,1.79,75.79,72.57,1
15231,1072,4.59,6.11,1.89,85.44,81.64,1
15232,880,2.79,1.70,2.41,75.73,74.30,1
15233,466,2.65,4.71,4.57,77.07,74.05,1
15234,396,2.48,6.05,2.39,81.95,74.61,1
15235,982,4.25,6.21,2.71,76.19,80.86,0
15236,978,3.16,7.14,2.05,77.19,77.79,0
15237,800,2.40,6.63,1.44,75.52,76.61,1
15238,776,4.68,1.91,3.83,76.29,83.00,1
15239,888,2.09,6.24,2.11,74.41,67.18,0
15240,843,4.17,5.88,1.88,75.96,70.55,0
15241,645,2.89,6.71,0.99,77.60,70.12,1
15242,622,2.36,8.85,2.19,74.55,85.39,1
15243,584,3.46,7.14,1.99,74.84,66.07,1
15244,609,2.71,8.66,1.22,78.50,72.30,1
15245,1180,2.95,10.51,3.18,77.09,73.87,0
15246,589,2.93,6.36,2.46,77.53,75.40,1
15247,878,2.62,5.84,2.11,75.04,76.66,1
15248,838,3.81,4.36,1.83,77.16,74.15,0
15249,626,3.26,12.67,4.93,74.27,84.83,0
15250,1209,0.88,0.76,2.13,76.08,79.40,0
15251,448,4.29,5.42,1.68,73.19,77.23,0
15252,723,3.49,0.30,2.73,81.34,72.40,0
15253,663,4.30,8.10,2.58,77.99,73.20,1
15254,1024,2.26,7.61,1.93,76.64,85.25,0
15255,820,3.84,7.04,2.95,77.09,83.63,1
15256,414,2.21,5.25,1.91,77.28,80.86,1
15257,646,4.18,3.80,1.72,75.13,80.28,1
15258,549,3.40,16.51,1.38,75.23,80.52,1
15259,695,2.92,6.22,2.56,76.63,66.85,1
15260,1120,2.34,10.06,1.58,80.03,76.46,1
15261,529,3.87,5.12,0.88,78.27,82.73,1
15262,980,1.91,10.33,2.38,80.41,80.28,1
15263,795,2.39,4.74,2.83,75.89,87.15,1
15264,719,3.86,4.94,1.53,73.51,74.88,0
15265,1342,3.59,5.59,3.18,76.40,71.63,1
15266,673,2.64,6.81,2.21,76.40,67.45,0
15267,670,2.63,2.20,1.53,75.38,68.39,0
15268,753,3.42,5.72,1.71,75.74,70.11,1
15269,566,3.72,6.37,2.12,78.11,73.34,1
15270,851,2.47,5.62,3.63,83.18,74.12,1
15271,779,4.19,9.92,1.75,75.13,70.23,1
15272,925,2.96,6.75,4.78,77.35,81.81,0
15273,765,2.37,3.38,2.26,76.67,71.93,1
15274,885,4.40,8.68,1.51,76.60,71.98,1
15275,923,2.14,5.74,1.79,74.24,78.41,0
15276,913,2.63,16.44,1.95,77.59,83.24,1
15277,1126,2.86,7.26,2.02,75.02,77.78,0
15278,967,3.55,6.53,1.36,78.28,69.93,1
15279,1057,2.05,6.88,1.60,76.62,87.63,1
15280,697,3.27,5.01,1.85,76.19,70.27,0
15281,604,4.04,6.07,2.65,84.05,75.04,1
15282,1178,2.79,8.85,4.40,76.75,86.40,1
15283,631,3.77,6.55,3.23,76.30,83.49,1
15284,1011,2.14,5.62,2.02,73.74,74.47,1
15285,1291,3.33,5.29,3.48,75.33,85.40,0
15286,805,4.48,5.13,2.84,85.57,71.05,0
15287,466,1.91,2.84,2.10,75.88,82.50,0
15288,632,3.30,4.69,1.58,75.39,72.59,1
15289,1009,4.96,4.16,1.53,77.90,86.86,1
15290,668,4.48,6.00,4.01,75.07,87.24,1
15291,679,5.07,5.31,2.00,77.52,82.75,1
15292,1451,2.17,1.96,1.96,74.24,72.03,0
15293,947,2.04,5.50,1.39,77.78,83.01,1
15294,647,2.53,5.47,4.55,76.27,82.29,1
15295,1048,2.41,10.29,3.13,76.22,86.77,1
15296,480,1.29,5.42,5.69,73.51,77.52,1
15297,725,2.26,8.23,1.94,77.06,77.95,0
15298,802,4.72,12.77,1.38,87.39,75.86,0
15299,407,3.92,7.23,4.11,78.26,88.27,0
15300,771,3.66,5.70,1.70,76.30,75.79,1
15301,910,2.87,4.41,3.30,74.23,76.15,0
15302,880,2.14,10.23,2.91,74.89,77.44,1
15303,943,2.42,6.51,2.57,76.52,74.93,1
15304,865,6.73,3.97,1.14,74.81,80.42,1
15305,916,2.21,3.52,2.54,76.69,76.16,0
15306,966,5.61,15.58,1.71,80.69,68.65,0
15307,665,1.96,6.48,1.02,74.49,64.31,1
15308,1017,5.06,4.92,1.88,73.67,78.62,1
15309,735,3.52,6.82,1.47,77.08,79.21,1
15310,674,4.72,5.40,1.45,77.77,76.74,1
15311,589,3.14,3.54,2.13,77.31,90.88,1
15312,591,3.62,10.36,1.37,76.87,87.47,0
15313,511,1.79,6.11,2.84,75.98,67.44,1
15314,868,4.87,5.29,1.51,76.57,91.61,1
15315,757,2.86,5.11,2.77,75.79,83.13,1
15316,1168,4.02,6.32,1.94,76.20,83.84,1
15317,1074,4.89,5.03,1.16,77.78,70.73,0
15318,642,3.42,3.10,1.70,83.14,68.69,1
15319,432,3.06,6.88,1.83,75.37,68.94,1
15320,917,2.78,16.57,2.68,75.79,81.85,1
15321,613,2.39,4.62,2.19,76.11,81.90,0
15322,921,4.93,10.75,3.66,76.77,83.56,1
15323,617,3.26,5.36,2.95,75.24,73.30,0
15324,1541,1.93,5.47,2.71,75.68,87.06,0
15325,649,2.52,6.29,1.20,76.27,69.62,1
15326,1127,3.94,1.59,1.17,76.49,85.13,0
15327,683,4.40,5.12,3.27,75.05,68.25,1
15328,426,2.16,4.69,2.82,76.96,82.12,1
15329,582,1.31,5.21,2.63,75.93,75.58,1
15330,653,5.06,4.68,2.24,77.67,84.82,0
15331,890,2.40,6.56,3.22,77.15,69.29,0
15332,606,2.44,6.07,2.42,81.64,74.14,0
15333,457,1.91,7.97,2.70,76.95,69.57,1
15334,1282,3.29,9.66,2.50,81.92,70.53,1
15335,1446,3.84,7.44,2.51,76.92,90.81,0
15336,782,3.13,18.05,2.43,84.11,77.68,1
15337,715,2.55,6.49,3.16,74.71,76.21,0
15338,502,4.35,5.08,5.87,74.73,75.91,1
15339,694,1.76,7.70,3.39,78.94,88.18,1
15340,538,2.35,4.29,2.30,78.54,77.00,0
15341,703,2.05,6.49,2.22,83.00,77.52,0
15342,687,3.64,7.68,3.37,82.75,74.96,1
15343,691,3.11,8.88,2.53,76.42,84.95,1
15344,840,2.18,5.90,4.94,74.02,71.39,0
15345,624,5.43,5.17,1.37,75.42,72.22,0
15346,774,5.53,4.14,1.70,75.26,70.30,1
15347,884,2.32,6.04,2.07,76.28,77.50,1
15348,764,3.94,6.83,2.69,78.51,85.66,0
15349,430,4.26,8.04,1.61,74.06,75.45,1
15350,662,2.23,3.18,1.97,75.06,89.22,1
15351,993,2.22,4.74,1.58,76.88,86.31,0
15352,753,2.82,4.12,1.46,75.40,76.44,0
15353,837,2.27,4.40,1.76,75.91,80.85,0
15354,1012,4.48,4.67,3.35,84.24,66.90,0
15355,693,4.57,5.74,2.46,76.16,82.87,1
15356,710,4.65,5.49,1.72,75.87,73.13,1
15357,539,2.56,6.42,2.93,75.18,80.37,1
15358,393,4.00,6.38,2.16,76.42,74.93,1
15359,1033,2.59,8.14,2.12,79.44,76.36,1
15360,439,3.02,7.51,1.47,74.27,66.27,1
15361,778,2.12,11.20,1.80,74.15,83.48,1
15362,664,3.50,6.58,2.85,75.90,78.47,1
15363,1663,3.59,4.53,2.78,78.30,69.15,0
15364,941,3.83,6.60,3.44,85.50,68.29,1
15365,896,2.72,9.11,2.08,76.44,78.94,1
15366,1221,2.22,6.99,1.60,85.02,81.45,0
15367,777,2.40,3.57,5.15,75.78,72.40,0
15368,1333,3.21,7.64,3.40,78.69,75.64,1
15369,1014,2.58,5.80,1.38,75.78,81.71,0
15370,713,2.54,5.55,1.87,76.83,81.57,1
15371,1180,4.24,7.64,1.46,82.92,71.31,0
15372,873,4.52,8.09,1.90,77.82,78.82,0
15373,682,2.50,7.43,1.94,80.30,80.06,0
15374,1453,2.96,7.47,2.84,75.77,71.62,1
15375,796,3.98,7.33,1.58,75.89,83.74,1
15376,1201,3.76,0.62,3.12,75.66,78.74,0
15377,1137,3.66,6.35,6.19,77.29,85.36,1
15378,1034,2.20,13.76,2.15,75.03,86.26,1
15379,1051,3.43,0.59,2.72,85.16,89.14,1
15380,559,2.66,5.06,2.37,77.19,81.72,1
15381,769,4.83,7.15,1.48,76.39,72.85,1
15382,379,4.50,5.62,2.22,76.93,78.39,1
15383,699,2.92,6.26,3.06,76.78,88.93,0
15384,864,2.73,4.27,2.36,76.07,79.86,0
15385,856,3.44,5.35,1.55,75.31,71.48,1
15386,594,5.06,8.28,5.45,77.33,76.27,1
15387,978,2.45,6.88,1.26,76.83,86.05,1
15388,625,1.84,3.52,1.63,77.89,90.08,0
15389,972,3.73,6.82,3.42,83.55,77.03,0
15390,451,1.71,7.10,1.50,76.27,76.10,1
15391,912,4.10,8.04,2.40,79.93,75.97,1
15392,743,2.82,4.42,0.94,75.99,77.02,1
15393,1038,2.97,11.13,3.24,76.05,82.03,1
15394,770,3.33,3.48,3.12,79.84,80.78,1
15395,549,2.80,13.42,2.94,76.66,71.23,1
15396,317,3.86,5.43,0.41,77.27,73.43,1
15397,929,2.48,4.47,1.44,76.93,78.64,1
15398,695,2.83,5.68,1.23,74.19,72.46,1
15399,693,2.59,7.74,1.79,75.17,65.25,1
15400,657,4.07,7.18,2.76,75.03,82.86,1
15401,1073,3.89,10.73,4.49,77.04,74.23,1
15402,1039,4.12,6.40,1.66,78.15,78.45,0
15403,1020,2.92,11.69,2.80,76.67,77.56,0
15404,563,2.52,5.81,1.83,81.54,72.76,1
15405,1006,2.79,10.69,4.12,74.71,72.20,1
15406,880,4.60,6.68,3.02,77.39,90.50,0
15407,607,4.67,5.36,2.36,76.91,71.48,0
15408,1039,3.04,14.56,1.33,75.96,70.73,1
15409,818,3.97,2.80,2.96,77.65,77.53,1
15410,1033,0.68,2.26,3.85,77.30,76.56,0
15411,1207,4.04,10.29,1.22,78.04,79.73,1
15412,613,2.31,5.76,1.76,74.93,78.07,1
15413,800,1.24,11.73,1.64,76.84,68.45,0
15414,1433,2.27,5.00,2.40,75.57,75.49,0
15415,537,4.79,6.47,1.49,76.18,72.57,1
15416,784,3.55,8.04,4.58,86.80,82.00,0
15417,545,4.64,5.40,1.44,74.31,74.72,0
15418,612,2.27,6.52,1.87,74.90,88.13,1
15419,538,1.96,3.15,1.61,75.90,80.51,1
15420,505,2.53,6.15,2.30,75.49,82.96,0
15421,593,2.47,7.46,5.51,77.85,83.01,1
15422,996,3.49,7.76,2.09,75.96,71.51,0
15423,701,4.82,3.73,1.74,76.95,64.13,0
15424,1093,4.31,7.91,2.18,77.11,87.71,1
15425,986,3.31,5.96,1.71,75.11,80.58,0
15426,816,1.92,1.14,1.02,74.87,76.68,0
15427,1077,2.35,9.08,1.55,75.60,82.30,0
15428,706,3.29,4.60,1.08,81.27,77.95,1
15429,788,3.84,4.74,1.05,76.18,78.30,0
15430,641,3.05,7.86,1.37,77.07,81.35,1
15431,754,3.30,6.57,3.64,74.73,64.20,1
15432,1502,2.61,2.59,1.06,77.52,75.60,1
15433,1020,3.88,4.34,2.07,76.62,79.65,0
15434,1106,4.33,11.38,2.71,82.67,76.59,0
15435,497,3.43,8.47,1.33,74.47,75.25,1
15436,815,3.84,7.02,4.23,76.25,72.79,1
15437,1660,3.54,8.95,1.77,88.45,77.26,0
15438,296,3.03,6.63,3.17,74.33,78.96,1
15439,574,1.88,12.00,1.45,88.64,71.62,0
15440,419,4.57,6.92,1.71,85.64,81.85,1
15441,705,2.74,10.40,3.56,76.47,85.65,1
15442,640,4.26,10.70,1.38,85.83,74.97,1
15443,1071,2.53,9.80,3.58,77.34,79.84,0
15444,561,2.87,8.86,1.83,76.57,86.00,1
15445,1015,2.23,4.48,2.97,77.95,77.26,0
15446,1342,2.14,6.78,1.34,81.33,87.84,1
15447,664,2.30,4.08,2.84,75.74,75.77,1
15448,845,3.27,12.86,2.85,74.37,66.98,1
15449,976,2.35,6.91,4.70,75.07,80.97,0
15450,854,4.61,6.83,1.11,77.01,71.27,0
15451,639,2.41,6.80,1.58,77.93,80.70,1
15452,570,2.70,6.31,1.67,75.53,77.13,1
15453,770,2.96,2.24,2.31,74.53,80.91,0
15454,955,2.81,7.28,5.55,76.42,72.49,0
15455,521,2.57,6.80,3.07,76.51,86.48,0
15456,907,2.59,6.15,2.45,77.30,76.06,1
15457,623,5.57,7.67,2.13,77.00,80.01,1
15458,740,3.91,1.54,2.20,75.74,70.27,0
15459,531,3.75,6.85,2.30,81.12,88.88,1
15460,934,3.50,5.04,1.28,77.54,77.22,0
15461,620,2.16,5.76,1.82,83.24,91.18,0
15462,418,2.54,2.95,2.60,78.01,76.49,0
15463,892,4.65,5.29,2.78,77.09,77.89,1
15464,1408,2.27,8.21,2.15,75.88,74.74,1
15465,693,3.86,5.61,2.21,78.32,85.29,1
15466,890,4.19,7.30,4.14,80.83,90.28,1
15467,737,3.62,8.72,3.01,73.82,82.85,1
15468,952,3.63,3.05,2.29,75.02,83.58,1
15469,763,5.39,7.72,2.03,76.65,78.83,1
15470,816,5.90,4.45,1.94,75.98,82.42,1
15471,873,2.10,4.49,2.61,73.97,74.19,0
15472,854,1.59,4.78,2.55,77.06,77.06,1
15473,597,4.76,4.11,2.88,73.84,67.85,0
15474,774,4.93,6.09,2.28,76.30,72.94,0
15475,503,3.75,7.83,2.78,73.84,80.38,1
15476,677,3.09,3.21,2.92,78.48,77.42,1
15477,581,2.26,5.73,1.78,75.47,68.78,0
15478,1529,3.81,1.24,1.23,76.71,66.36,0
15479,767,4.52,4.59,2.72,78.36,81.53,1
15480,620,4.32,4.57,1.52,75.18,81.74,1
15481,625,2.55,5.59,3.19,77.25,78.26,1
15482,1002,2.53,4.74,3.36,77.87,73.20,0
15483,1399,2.61,10.16,1.82,84.79,82.08,0
15484,570,2.27,7.85,2.42,77.06,86.24,1
15485,644,2.08,5.66,2.88,83.89,74.07,1
15486,672,2.53,2.97,3.15,78.20,80.21,1
15487,1495,2.25,5.50,2.81,76.96,73.19,0
15488,1336,3.21,8.22,3.05,75.80,86.06,1
15489,509,1.96,5.53,1.67,79.04,68.70,1
15490,1105,3.98,3.07,1.92,75.69,65.38,0
15491,798,4.12,3.63,1.39,87.01,85.82,1
15492,512,1.96,10.82,2.04,76.05,68.12,1
15493,739,4.17,7.62,3.13,77.73,74.49,0
15494,972,2.58,6.90,1.23,74.27,84.00,1
15495,690,4.29,6.12,1.96,76.55,76.80,1
15496,835,2.54,5.80,3.27,76.75,83.62,1
15497,1611,5.31,5.82,1.27,76.27,72.39,1
15498,906,3.84,4.33,2.83,76.13,82.35,0
15499,607,2.09,4.76,1.39,77.83,76.63,1
15500,721,4.00,4.80,2.79,76.72,83.99,1
15501,746,3.71,6.64,0.96,74.85,85.18,1
15502,466,2.96,13.38,2.55,76.63,82.30,1
15503,627,5.60,3.35,1.63,78.02,85.72,0
15504,521,2.89,6.87,1.76,74.98,82.83,1
15505,464,1.87,7.23,1.21,84.28,78.18,1
15506,612,3.97,15.79,6.70,77.09,81.31,0
15507,673,3.72,8.65,5.10,74.80,80.17,1
15508,630,3.70,9.83,2.81,80.17,83.14,0
15509,838,2.30,8.08,2.00,75.97,77.07,0
15510,707,2.31,7.43,5.66,76.91,79.12,1
15511,936,3.71,8.36,0.98,77.40,79.74,1
15512,976,4.62,7.89,3.38,75.14,89.74,1
15513,630,3.32,6.52,1.15,78.04,83.13,1
15514,992,3.39,4.24,1.77,78.04,74.36,0
15515,1413,2.87,5.06,1.72,77.48,77.13,1
15516,657,1.86,6.59,1.22,75.46,92.58,0
15517,520,3.83,2.46,3.44,76.24,86.44,1
15518,764,3.15,10.73,1.48,81.86,82.07,1
15519,779,2.43,4.92,1.16,77.73,85.66,1
15520,637,3.48,3.81,1.71,84.52,87.02,1
15521,640,4.63,6.52,1.42,80.71,82.43,0
15522,1380,5.78,10.70,4.88,78.60,78.02,1
15523,919,2.14,5.02,2.86,75.97,83.18,0
15524,573,3.81,7.09,4.95,80.10,87.25,0
15525,1077,2.58,4.63,2.95,81.29,71.64,0
15526,543,3.08,4.02,1.55,77.02,75.82,1
15527,567,1.90,4.73,4.20,76.86,67.27,0
15528,596,2.45,6.89,2.11,76.53,72.15,0
15529,448,3.13,14.94,3.01,76.79,82.81,1
15530,493,3.02,4.38,2.79,81.37,78.58,1
15531,589,4.77,4.61,2.23,77.50,75.72,0
15532,1359,4.21,5.17,1.54,80.97,79.92,1
15533,1031,2.74,5.43,2.70,73.43,66.10,0
15534,1171,2.83,6.51,1.45,74.47,79.74,1
15535,1309,0.47,8.60,3.15,75.35,69.18,1
15536,653,3.28,8.19,2.46,76.18,74.57,1
15537,798,2.72,6.14,2.19,84.13,83.24,1
15538,928,4.45,5.21,1.59,77.63,76.79,0
15539,502,3.16,0.81,2.91,77.24,80.54,1
15540,1097,2.92,4.24,1.19,75.33,80.51,1
15541,935,3.85,5.38,2.67,74.57,80.24,1
15542,560,2.96,4.52,2.44,74.58,75.45,1
15543,606,0.01,6.93,2.59,74.38,67.60,1
15544,675,3.32,3.69,2.33,76.79,78.85,0
15545,546,3.69,6.41,1.86,75.25,70.46,1
15546,1156,2.09,8.86,3.51,77.46,70.92,0
15547,683,4.02,4.70,2.89,76.75,69.48,1
15548,1185,2.81,4.08,1.23,75.34,70.59,1
15549,675,4.82,5.36,2.26,75.22,76.19,1
15550,451,3.96,5.37,1.60,77.99,84.21,1
15551,1038,3.94,7.01,2.94,77.25,83.59,1
15552,1022,2.77,6.54,2.05,78.33,76.87,1
15553,471,5.34,5.16,5.83,75.85,78.24,1
15554,576,2.49,6.67,1.85,83.78,77.90,1
15555,1143,3.12,5.00,3.29,81.44,73.78,0
15556,612,3.17,8.16,2.42,76.65,80.88,0
15557,539,1.02,11.44,2.71,87.44,83.85,0
15558,559,2.86,6.08,5.50,81.96,71.34,0
15559,576,2.97,3.44,0.25,83.99,79.04,0
15560,860,2.91,10.72,1.32,74.90,73.14,0
15561,687,4.23,5.83,3.13,74.08,68.66,1
15562,710,3.44,5.45,1.31,76.66,87.29,1
15563,685,2.92,3.56,2.84,76.14,69.71,1
15564,627,2.57,9.26,3.42,82.98,85.91,1
15565,641,2.78,6.32,3.76,81.86,91.02,0
15566,499,2.88,6.43,2.10,76.81,77.44,0
15567,723,3.09,6.29,4.61,74.83,73.05,1
15568,1006,2.02,6.81,4.88,83.43,81.06,0
15569,736,4.82,10.29,2.31,79.80,69.88,1
15570,395,5.09,6.98,1.87,77.82,77.70,1
15571,1322,3.09,4.92,1.63,76.09,91.11,1
15572,645,1.88,4.95,3.59,81.64,93.17,1
15573,1156,2.63,4.16,2.70,75.37,82.55,0
15574,528,4.70,7.17,1.86,76.81,71.65,1
15575,419,3.99,7.98,3.03,75.23,80.88,1
15576,828,4.06,6.84,2.06,78.17,89.05,1
15577,845,2.27,6.53,2.43,77.19,86.06,1
15578,404,3.92,4.51,2.79,76.84,84.05,1
15579,898,4.02,6.80,2.36,78.53,77.43,0
15580,776,2.02,4.72,2.83,73.16,66.84,1
15581,439,2.26,3.98,2.81,76.46,72.91,1
15582,929,2.35,13.19,5.77,78.43,93.28,0
15583,926,3.75,5.20,3.11,76.85,76.94,0
15584,541,2.83,5.30,2.44,76.78,78.41,1
15585,466,4.45,12.54,1.58,80.34,76.51,1
15586,1022,1.90,6.42,2.10,75.54,68.87,0
15587,702,2.45,6.03,2.15,77.04,73.98,0
15588,536,4.30,6.02,2.54,83.06,73.82,1
15589,699,4.85,5.54,1.46,76.50,80.74,1
15590,677,4.29,7.60,1.62,75.44,73.57,1
15591,597,3.89,5.68,2.86,74.52,79.15,1
15592,1011,4.67,7.38,2.90,75.32,70.77,0
15593,938,3.45,6.97,2.63,76.38,76.61,1
15594,786,2.72,6.91,2.78,75.15,71.74,1
15595,686,1.92,4.46,2.77,85.80,79.81,0
15596,760,4.58,7.94,1.50,75.40,87.43,1
15597,599,2.82,6.86,1.88,74.43,63.76,0
15598,1536,4.06,7.95,3.10,75.75,85.25,0
15599,1259,2.70,9.37,1.38,86.45,78.20,0
15600,899,2.94,6.03,6.48,75.17,84.79,0
15601,1046,4.20,6.64,1.18,78.00,76.33,1
15602,815,1.82,4.21,1.57,73.96,88.01,0
15603,767,5.07,5.26,2.39,77.06,70.07,0
15604,555,3.29,6.81,3.09,77.79,70.48,1
15605,682,4.55,7.77,1.52,74.76,81.59,1
15606,1124,2.06,7.49,2.29,77.11,80.80,0
15607,829,2.79,6.30,2.10,76.10,70.74,1
15608,1026,4.61,6.24,3.08,77.47,79.65,1
15609,639,2.86,6.40,5.85,75.74,84.46,1
15610,544,3.80,6.01,3.14,78.12,74.99,1
15611,1049,2.95,7.69,2.70,77.58,85.05,1
15612,603,4.06,5.36,1.88,77.26,82.00,1
15613,953,2.21,6.21,1.93,75.38,74.53,0
15614,915,2.51,5.92,2.02,78.25,79.89,0
15615,881,3.05,6.30,2.14,82.48,79.27,0
15616,672,1.60,6.46,5.21,85.04,84.17,1
15617,533,2.62,4.27,2.76,77.09,83.22,1
15618,487,3.43,6.55,2.90,75.51,73.06,1
15619,539,5.68,6.56,2.07,73.53,93.57,1
15620,538,2.21,5.15,1.51,74.75,74.28,0
15621,707,3.99,2.45,3.86,80.78,68.27,1
15622,729,3.00,3.47,1.36,77.20,77.52,1
15623,956,3.54,5.79,3.67,75.07,83.59,0
15624,710,2.51,8.38,2.26,76.37,67.80,1
15625,543,4.30,5.20,4.13,77.01,85.26,0
15626,664,3.08,7.88,1.43,77.34,76.04,0
15627,585,3.48,10.90,2.26,76.35,80.93,1
15628,1348,4.41,12.97,1.70,86.06,82.08,0
15629,635,2.65,8.97,3.07,76.20,79.05,1
15630,1106,4.25,5.45,1.41,77.00,77.64,1
15631,815,4.99,3.71,0.84,74.35,80.10,1
15632,910,3.11,1.07,2.67,75.46,74.28,0
15633,1033,2.21,2.99,1.35,76.32,75.22,0
15634,578,4.61,11.39,1.66,76.82,78.02,1
15635,415,2.68,5.12,1.07,77.86,75.09,1
15636,713,3.55,8.33,5.21,77.49,82.48,1
15637,1326,2.65,7.31,3.80,79.73,81.68,0
15638,669,3.23,13.04,1.15,74.98,72.40,1
15639,1066,2.01,3.51,2.47,76.30,79.02,0
15640,617,3.18,4.65,1.68,75.13,69.83,1
15641,855,3.62,3.67,1.92,78.26,81.66,0
15642,438,2.75,7.17,1.30,77.30,74.05,1
15643,562,2.46,7.53,1.91,81.08,78.83,1
15644,1109,2.19,6.06,2.79,78.90,79.16,1
15645,1351,4.62,7.06,1.89,77.51,83.36,1
15646,613,2.44,7.57,2.61,75.74,73.29,1
15647,1195,3.45,5.94,2.92,75.96,71.75,1
15648,913,2.12,4.40,2.80,76.69,79.76,1
15649,710,3.30,4.00,3.15,80.16,79.00,1
15650,737,3.13,7.90,3.36,81.27,84.47,1
15651,673,4.54,7.94,1.90,76.39,78.88,1
15652,1046,3.15,7.31,2.97,75.58,86.95,1
15653,1077,2.57,6.88,2.56,79.51,78.09,1
15654,453,2.88,4.81,3.28,75.41,69.56,1
15655,593,0.22,11.59,1.29,77.17,77.77,1
